,PM2.5,NO2,CO,SO2,O3,AQI
21537,33.68,36.89,0.78,35.63,25.04,65.0
21538,39.38,36.34,0.66,41.44,31.44,86.0
21539,36.02,39.78,0.58,25.49,57.61,151.0
21540,13.75,14.05,0.4,10.11,26.54,49.0
21541,12.67,8.62,0.42,15.35,38.02,55.0
21542,19.93,20.31,0.94,15.79,35.97,90.0
21543,27.57,35.71,1.27,19.36,22.13,78.0
21544,23.78,26.18,1.02,15.03,30.47,85.0
21545,36.71,36.36,1.3,19.0,25.59,89.0
21546,62.52,56.17,1.91,20.52,16.48,108.0
21547,72.4,45.89,1.44,11.11,21.68,130.0
21548,60.73,44.06,1.28,18.29,25.04,113.0
21549,54.76,50.32,1.3,22.54,17.98,104.0
21550,40.24,38.29,1.01,16.68,25.81,94.0
21551,71.57,43.55,1.18,16.61,53.92,132.0
21552,42.06,43.26,0.82,29.0,42.97,133.0
21553,44.1,45.35,1.03,24.17,25.85,104.0
21554,53.43,44.43,1.03,25.07,20.23,100.0
21555,51.42,41.1,0.97,17.9,31.39,105.0
21556,37.61,42.34,0.76,13.62,19.19,85.0
21557,50.36,50.06,1.23,20.11,11.78,95.0
21558,43.12,42.1,0.82,19.9,16.01,97.0
21559,45.73,40.62,1.06,22.14,26.02,90.0
21560,43.88,30.35,1.15,11.31,28.35,108.0
21561,89.96,88.72,1.34,17.6,14.47,110.0
21562,65.83,45.39,1.1,14.24,47.41,123.0
21563,66.14,50.18,1.04,12.48,42.08,121.0
21564,64.67,56.35,1.13,15.17,43.97,116.0
21565,64.92,60.75,1.23,13.5,33.92,118.0
21566,66.93,68.56,1.34,18.09,28.29,122.0
21567,62.97,67.64,1.19,26.49,30.0,109.0
21568,63.12,83.01,1.5,33.28,38.47,126.0
21569,60.85,62.1,1.29,22.65,39.3,142.0
21570,63.31,67.62,1.21,15.88,44.27,110.0
21571,47.62,26.48,0.8,12.67,53.25,104.0
21572,44.65,32.65,1.01,6.99,53.31,147.0
21573,44.44,25.0,0.86,7.73,26.08,91.0
21574,44.81,24.3,0.79,14.42,44.42,76.0
21575,58.43,29.01,0.97,10.38,52.16,89.0
21576,64.91,43.66,1.06,11.89,38.43,117.0
21577,37.5,19.09,0.77,7.61,34.08,82.0
21578,29.34,18.55,0.77,9.45,36.52,67.0
21579,12.94,17.48,0.67,5.62,24.79,55.0
21580,18.14,21.59,0.71,8.4,31.53,56.0
21581,48.11,45.09,1.05,14.04,38.94,83.0
21582,71.88,54.12,1.21,12.59,40.8,113.0
21583,67.16,70.94,1.46,18.95,34.74,133.0
21584,63.98,71.81,1.61,26.27,39.16,114.0
21585,60.85,51.12,1.81,32.42,29.42,112.0
21586,68.5,61.14,1.64,19.71,56.0,114.0
21587,56.0,60.94,1.62,19.54,67.32,132.0
21588,78.65,28.57,1.2,8.27,80.0,129.0
21589,77.51,26.66,1.15,9.79,75.77,163.0
21590,68.7,26.07,1.13,8.59,70.65,150.0
21591,72.89,23.94,1.18,10.66,92.13,127.0
21592,76.4,31.02,1.14,12.94,97.23,151.0
21593,71.11,33.96,1.11,12.68,91.7,148.0
21594,64.44,61.25,1.45,17.52,56.33,120.0
21595,66.78,63.11,1.53,16.82,56.55,119.0
21596,66.07,68.27,1.59,18.76,48.74,125.0
21597,63.54,72.33,1.74,22.0,41.06,116.0
21598,60.96,71.71,1.71,22.92,42.1,112.0
21599,61.68,81.21,1.6,25.38,40.32,108.0
21600,61.23,85.44,1.64,25.54,38.35,109.0
21601,63.17,80.13,1.68,40.55,43.78,110.0
21602,61.53,69.96,1.58,20.38,53.4,116.0
21603,68.77,63.18,1.55,23.3,61.76,125.0
21604,63.62,68.05,1.64,24.5,57.9,121.0
21605,66.66,71.79,1.53,21.3,63.94,126.0
21606,66.92,25.19,1.0,11.07,85.63,144.0
21607,41.55,30.56,0.99,6.67,58.45,93.0
21608,32.6,26.56,0.94,8.0,55.43,82.0
21609,52.58,24.96,0.98,6.34,88.45,106.0
21610,74.8,30.06,1.06,8.32,86.68,131.0
21611,43.18,28.66,1.0,10.04,76.9,113.0
21612,50.53,36.44,1.04,27.9,68.2,91.0
21613,64.4,58.46,1.49,34.58,56.16,105.0
21614,65.44,57.17,1.41,37.75,68.11,123.0
21615,57.84,36.03,1.19,35.72,91.9,120.0
21616,46.03,20.92,1.02,33.88,84.98,113.0
21617,40.99,18.21,0.96,34.07,87.04,105.0
21618,48.07,18.08,0.96,32.54,93.76,117.0
21619,62.66,22.56,1.15,31.35,90.96,107.0
21620,71.8,30.64,1.18,31.52,83.67,139.0
21621,52.28,46.05,1.14,32.89,61.72,119.0
21622,69.5,65.42,1.49,31.48,52.04,119.0
21623,59.38,67.64,1.48,18.63,56.03,120.0
21624,64.2,74.72,1.55,18.98,56.84,119.0
21625,61.85,77.27,1.53,19.86,58.88,122.0
21626,63.14,77.15,1.82,23.87,54.52,133.0
21627,67.26,77.47,1.84,21.77,51.71,120.0
21628,65.86,71.11,1.67,20.15,50.28,124.0
21629,79.29,48.03,1.48,18.57,83.35,122.0
21630,63.52,64.9,1.63,14.27,46.2,126.0
21631,66.59,53.96,1.55,12.91,55.78,133.0
21632,56.0,41.25,1.52,11.0,92.97,127.0
21633,56.0,57.45,1.69,8.02,65.25,116.0
21634,56.0,53.1,1.67,5.13,65.98,116.0
21635,71.19,55.17,1.57,6.8,56.32,107.0
21636,63.51,38.43,1.38,1.44,55.05,147.0
21637,38.25,33.05,1.1,1.23,49.63,102.0
21638,62.3,42.11,1.32,6.48,50.55,98.0
21639,66.77,46.67,1.39,4.81,64.8,117.0
21640,68.9,29.76,1.27,5.03,92.19,121.0
21641,69.58,39.5,1.22,7.2,85.63,146.0
21642,47.15,59.46,1.41,6.3,54.57,110.0
21643,57.31,51.83,1.35,3.42,56.85,108.0
21644,56.08,60.14,1.46,6.48,47.06,103.0
21645,61.58,63.83,1.5,13.46,39.83,108.0
21646,55.21,52.63,1.36,16.88,41.86,102.0
21647,66.21,41.29,1.28,7.78,49.79,107.0
21648,71.24,28.97,1.21,4.35,76.59,121.0
21649,73.17,18.95,0.95,3.3,90.96,144.0
21650,76.86,23.54,0.98,4.77,105.22,148.0
21651,67.81,57.83,1.42,8.65,64.86,136.0
21652,68.03,68.69,1.54,18.4,67.78,137.0
21653,62.88,70.47,1.48,15.37,60.23,124.0
21654,77.1,30.17,1.1,5.99,104.87,139.0
21655,80.78,29.97,1.11,4.71,109.76,166.0
21656,80.65,33.64,1.21,12.21,153.23,236.0
21657,74.57,33.51,1.18,3.76,103.82,156.0
21658,63.88,51.04,1.26,8.36,73.47,126.0
21659,55.47,56.26,1.31,6.47,55.26,108.0
21660,68.84,30.0,1.05,7.12,94.31,101.0
21661,82.19,25.96,1.12,4.77,100.61,173.0
21662,68.09,36.01,1.26,6.49,64.59,190.0
21663,90.15,46.57,1.57,19.63,40.84,178.0
21664,68.13,23.93,0.84,9.77,48.52,183.0
21665,84.78,26.01,1.3,10.28,61.69,177.0
21666,95.17,40.05,1.26,11.5,42.12,214.0
21667,93.11,41.89,1.36,9.69,39.06,221.0
21668,64.85,30.29,0.77,7.15,52.79,158.0
21669,95.92,45.33,1.42,10.41,43.94,177.0
21670,96.96,44.16,1.87,20.63,32.07,255.0
21671,98.42,53.95,1.09,17.72,37.53,227.0
21672,90.31,50.7,1.31,11.52,34.48,214.0
21673,86.33,41.98,0.95,14.14,38.68,137.0
21674,97.24,54.72,1.07,17.66,45.07,198.0
21675,108.49,51.15,1.1,14.45,40.81,265.0
21676,90.15,50.13,0.95,10.94,32.96,228.0
21677,72.66,38.14,0.81,8.28,39.94,168.0
21678,50.1,24.89,0.68,3.41,47.33,107.0
21679,47.32,29.69,0.74,5.12,43.6,118.0
21680,54.3,31.76,1.3,4.77,32.83,146.0
21681,74.8,51.11,1.57,10.04,39.01,158.0
21682,103.57,67.56,1.74,31.92,40.03,219.0
21683,69.93,51.53,1.5,14.76,37.05,196.0
21684,90.56,50.92,1.48,15.12,40.75,191.0
21685,78.47,41.19,0.86,17.2,34.93,166.0
21686,78.02,39.22,1.27,21.8,29.06,184.0
21687,61.52,34.28,1.24,14.93,28.19,158.0
21688,48.68,32.48,1.22,20.24,25.74,144.0
21689,50.3,36.34,1.28,25.92,20.73,141.0
21690,51.17,25.74,1.01,18.59,28.0,138.0
21691,54.92,26.63,1.18,11.52,36.23,129.0
21692,72.35,26.9,0.68,13.36,33.81,122.0
21693,68.0,33.52,1.22,10.82,32.05,160.0
21694,67.1,32.02,1.17,10.37,31.9,151.0
21695,84.69,50.97,1.41,25.77,46.36,175.0
21696,72.19,47.3,0.83,14.73,53.58,151.0
21697,76.47,56.43,1.38,15.05,45.82,172.0
21698,52.09,40.5,1.16,10.11,34.81,159.0
21699,29.71,26.24,0.62,10.14,20.75,86.0
21700,22.3,22.88,1.01,12.79,15.05,117.0
21701,24.57,18.35,1.08,8.84,11.06,118.0
21702,19.72,13.58,0.96,4.49,13.87,108.0
21703,22.26,21.42,1.05,10.69,13.5,106.0
21704,26.23,20.68,0.7,9.99,12.16,62.0
21705,28.4,13.13,0.72,8.13,17.81,122.0
21706,45.77,15.24,0.45,13.53,16.28,67.0
21707,50.47,14.84,0.92,7.48,26.05,90.0
21708,42.41,18.12,1.19,3.49,29.83,169.0
21709,36.17,23.85,0.83,4.73,17.71,112.0
21710,36.92,23.69,0.94,10.12,17.9,114.0
21711,40.35,23.26,0.98,10.05,16.28,126.0
21712,47.45,23.88,1.02,10.64,17.6,129.0
21713,51.6,23.09,0.56,12.14,19.16,106.0
21714,56.22,24.25,1.17,12.52,20.22,147.0
21715,48.4,22.58,1.0,5.62,17.43,136.0
21716,47.43,23.01,1.07,8.49,12.91,127.0
21717,48.72,24.53,0.72,13.48,14.31,97.0
21718,52.68,28.39,1.14,21.56,14.58,144.0
21719,33.5,21.75,0.56,11.56,15.12,115.0
21720,30.71,15.91,1.11,15.93,9.32,94.0
21721,30.48,12.79,1.68,15.52,9.25,134.0
21722,30.66,13.76,1.71,19.38,9.29,140.0
21723,33.98,15.38,1.55,16.77,9.57,140.0
21724,32.45,16.13,1.12,14.92,12.39,106.0
21725,28.03,16.11,1.65,14.5,6.85,98.0
21726,30.18,15.4,1.58,14.6,7.31,128.0
21727,39.15,17.95,1.6,14.55,11.03,136.0
21728,46.38,20.15,1.74,16.06,13.89,142.0
21729,45.34,18.06,1.7,14.11,17.01,152.0
21730,45.08,18.38,1.71,15.15,16.39,149.0
21731,30.88,17.28,0.98,11.21,11.83,94.0
21732,28.6,17.27,0.9,8.72,11.9,131.0
21733,47.12,0.17,1.25,4.36,80.43,149.0
21734,22.41,5.76,0.71,5.35,49.78,70.0
21735,28.03,4.43,0.79,4.23,62.64,94.0
21736,29.4,13.63,0.75,5.03,68.2,85.0
21737,42.25,13.34,0.83,6.52,75.27,90.0
21738,54.75,2.68,0.8,7.43,79.11,99.0
21739,60.62,0.38,0.85,7.45,109.06,148.0
21740,33.02,19.44,0.75,5.84,89.53,130.0
21741,30.55,16.56,0.76,3.89,63.31,93.0
21742,13.1,14.82,0.74,4.74,42.26,85.0
21743,6.48,11.61,0.74,5.57,29.49,64.0
21744,7.8,14.27,0.76,5.12,22.19,63.0
21745,10.89,10.62,0.71,6.13,30.74,58.0
21746,15.12,8.23,0.63,5.84,31.24,52.0
21747,13.71,10.58,0.82,6.95,19.47,74.0
21748,38.17,8.68,0.79,4.93,42.78,62.0
21749,61.5,11.39,0.91,5.98,75.21,95.0
21750,67.51,25.32,1.02,8.7,72.79,120.0
21751,72.41,28.02,0.93,9.69,110.54,161.0
21752,69.52,30.52,0.94,8.78,121.73,174.0
21753,70.0,31.12,0.98,8.23,121.71,175.0
21754,62.29,41.42,1.07,7.34,95.86,153.0
21755,82.35,54.91,1.05,8.89,76.15,158.0
21756,51.25,44.58,0.81,5.7,71.32,138.0
21757,56.05,39.66,0.89,7.2,80.85,116.0
21758,61.99,40.34,0.91,10.41,90.05,122.0
21759,71.27,27.71,0.94,7.28,122.71,165.0
21760,69.02,29.42,0.93,6.61,110.02,157.0
21761,75.65,34.31,1.1,9.75,106.51,162.0
21762,98.32,55.94,1.23,9.07,81.64,207.0
21763,101.28,55.34,1.3,10.87,77.64,230.0
21764,83.65,36.78,1.09,12.56,96.71,195.0
21765,60.98,44.64,1.04,11.66,77.73,155.0
21766,55.61,44.59,1.06,10.45,53.68,104.0
21767,77.81,54.45,1.14,11.55,37.76,148.0
21768,72.49,47.58,1.11,10.08,46.58,132.0
21769,76.95,43.73,1.16,11.13,36.79,159.0
21770,80.72,41.51,1.26,7.11,36.13,169.0
21771,66.31,24.11,0.93,6.7,64.81,128.0
21772,66.12,36.82,1.04,5.84,71.93,125.0
21773,83.31,67.69,1.47,14.22,43.04,155.0
21774,92.11,56.71,1.26,14.12,52.25,206.0
21775,72.64,46.04,1.09,26.03,63.46,158.0
21776,55.81,43.94,0.91,9.21,77.78,131.0
21777,72.83,54.01,1.12,6.59,69.33,124.0
21778,67.7,41.12,1.1,6.93,82.73,142.0
21779,89.92,52.59,1.39,10.78,57.23,164.0
21780,113.04,61.96,1.47,40.38,48.63,251.0
21781,117.2,45.4,1.32,13.44,65.61,268.0
21782,115.56,39.23,1.21,8.55,82.6,292.0
21783,123.9,60.49,1.45,15.18,66.62,296.0
21784,101.93,55.93,1.2,16.39,69.82,290.0
21785,88.29,60.83,1.28,16.54,57.78,203.0
21786,52.25,52.56,1.08,6.26,52.57,160.0
21787,58.56,32.45,0.93,5.44,80.89,99.0
21788,67.75,23.54,0.93,8.38,112.64,129.0
21789,59.73,23.69,0.95,5.75,95.39,131.0
21790,64.22,28.36,1.02,9.84,98.75,125.0
21791,72.28,52.03,1.33,12.67,90.33,132.0
21792,112.67,83.29,1.95,34.16,35.0,231.0
21793,89.89,59.18,1.5,11.99,57.98,233.0
21794,106.06,75.76,1.78,12.97,49.1,231.0
21795,92.74,70.87,1.6,14.41,54.14,230.0
21796,100.71,60.68,1.19,12.79,68.59,229.0
21797,63.83,33.16,0.88,10.25,101.8,150.0
21798,98.05,62.83,1.28,13.18,70.78,192.0
21799,123.81,70.69,1.52,15.06,60.26,279.0
21800,128.34,69.88,1.64,15.88,50.55,305.0
21801,117.2,52.2,1.19,16.11,33.98,293.0
21802,199.94,62.91,2.11,14.33,37.74,334.0
21803,113.89,47.37,1.37,11.01,60.7,320.0
21804,123.38,53.99,1.48,17.97,52.2,284.0
21805,104.12,50.03,1.39,12.76,39.92,297.0
21806,83.42,56.14,1.33,14.01,43.42,189.0
21807,85.14,57.47,1.41,10.54,43.48,180.0
21808,103.95,60.86,1.52,14.32,49.83,229.0
21809,90.25,58.21,1.48,11.72,52.56,224.0
21810,93.18,63.07,1.52,12.21,52.3,200.0
21811,108.47,87.42,1.7,13.74,31.71,226.0
21812,83.94,38.1,0.99,18.12,80.72,182.0
21813,87.12,44.15,1.04,9.01,77.9,176.0
21814,95.29,68.01,1.24,21.3,52.07,219.0
21815,92.94,65.32,1.15,11.28,61.19,215.0
21816,73.77,61.11,1.15,2.45,57.06,179.0
21817,81.05,69.86,1.19,3.83,46.84,172.0
21818,78.53,65.58,1.25,9.44,44.32,164.0
21819,63.4,62.86,1.06,11.92,33.84,169.0
21820,65.06,58.17,1.16,11.79,33.73,162.0
21821,69.68,57.75,1.02,11.14,32.3,150.0
21822,62.76,49.41,0.66,9.09,21.18,136.0
21823,51.09,47.2,0.59,10.01,28.8,116.0
21824,49.31,41.02,0.61,9.03,18.52,112.0
21825,52.48,38.01,0.59,8.76,15.79,99.0
21826,72.97,29.17,0.44,10.67,31.16,140.0
21827,52.38,6.49,0.51,8.12,81.06,121.0
21828,67.26,11.17,0.71,10.5,58.92,134.0
21829,72.41,8.09,0.65,10.83,47.88,137.0
21830,82.74,0.51,0.73,10.53,30.64,169.0
21831,66.72,0.64,0.49,10.45,44.98,136.0
21832,78.83,0.81,0.54,9.74,34.1,148.0
21833,81.56,18.27,0.72,10.34,29.31,174.0
21834,72.27,49.32,0.81,10.01,32.77,156.0
21835,71.19,65.2,0.74,17.08,37.11,160.0
21836,76.45,58.72,0.77,16.64,36.6,157.0
21837,86.82,90.43,1.71,29.37,20.95,195.0
21838,61.99,66.23,1.11,24.09,35.85,232.0
21839,58.94,80.37,0.94,21.12,49.87,182.0
21840,48.33,59.48,0.77,17.88,37.29,131.0
21841,50.69,67.88,0.76,19.73,36.33,128.0
21842,56.85,58.84,0.82,18.51,38.14,142.0
21843,54.86,49.57,0.77,22.91,31.66,124.0
21844,37.05,56.87,0.71,39.68,28.0,118.0
21845,31.85,57.8,0.71,27.14,26.32,115.0
21846,47.48,51.33,0.83,20.42,24.56,121.0
21847,48.65,43.91,0.77,15.75,43.75,124.0
21848,64.04,48.57,0.88,13.82,31.67,115.0
21849,50.73,20.95,0.54,2.57,50.33,124.0
21850,45.48,23.2,0.56,3.81,52.11,85.0
21851,60.64,44.34,0.75,11.94,45.95,114.0
21852,63.92,52.48,0.82,14.67,42.88,126.0
21853,57.28,48.37,0.73,19.82,31.2,120.0
21854,48.89,55.29,0.78,18.72,27.85,112.0
21855,39.85,56.73,0.78,22.65,29.5,117.0
21856,42.34,39.02,0.83,20.9,11.81,109.0
21857,42.47,34.41,0.62,10.7,20.39,99.0
21858,96.1,66.65,1.1,15.43,57.75,148.0
21859,93.98,52.36,0.91,11.91,51.39,224.0
21860,67.56,39.88,0.66,9.05,37.93,168.0
21861,55.97,40.7,0.64,17.06,22.72,105.0
21862,60.63,46.99,0.76,22.86,10.8,107.0
21863,51.64,41.97,0.68,16.68,17.12,110.0
21864,55.66,41.72,0.93,13.78,17.41,121.0
21865,54.05,31.7,0.65,8.25,25.26,116.0
21866,45.64,27.43,0.54,4.7,29.04,106.0
21867,51.89,37.22,0.72,9.25,23.1,99.0
21868,48.2,40.51,0.67,24.17,13.97,110.0
21869,30.53,29.04,0.56,18.48,12.55,88.0
21870,27.49,29.4,0.57,10.65,17.22,71.0
21871,29.82,27.29,0.52,10.8,21.54,73.0
21872,38.7,39.01,0.6,14.53,20.53,82.0
21873,36.96,34.75,0.62,10.53,19.03,101.0
21874,29.16,30.39,0.44,9.41,54.44,95.0
21875,22.21,21.58,0.5,3.93,19.39,62.0
21876,23.84,30.58,0.43,5.31,23.36,70.0
21877,27.42,35.01,0.49,9.32,44.52,72.0
21878,38.43,35.61,0.56,10.75,14.98,89.0
21879,36.88,33.99,0.53,12.06,13.83,95.0
21880,23.42,21.57,0.31,2.33,65.33,84.0
21881,39.79,40.3,0.58,4.88,23.42,75.0
21882,47.17,37.12,0.63,13.77,29.1,90.0
21883,29.43,30.01,0.52,11.95,18.46,85.0
21884,22.09,28.51,0.5,10.36,17.47,59.0
21885,28.25,35.98,0.51,17.9,17.23,81.0
21886,18.89,23.41,0.56,15.35,12.73,54.0
21887,15.53,27.48,0.48,10.19,14.2,66.0
21888,17.15,28.43,0.48,16.84,20.28,55.0
21889,27.23,33.99,0.64,27.9,13.08,78.0
21890,19.46,31.74,0.51,27.42,14.73,71.0
21891,17.86,28.5,0.48,14.34,24.0,66.0
21892,16.36,24.01,0.57,16.12,11.16,65.0
21893,21.74,23.61,0.59,8.98,15.06,80.0
21894,15.93,23.5,0.34,33.14,12.63,76.0
21895,29.64,35.29,0.59,16.03,20.32,98.0
21896,25.81,27.12,1.77,18.84,18.82,86.0
21897,21.97,26.51,0.52,22.25,12.68,76.0
21898,16.34,18.01,0.38,10.65,15.38,77.0
21899,13.9,19.48,0.44,13.13,11.69,49.0
21900,17.59,22.83,0.44,11.63,13.03,60.0
21901,14.44,21.94,0.4,12.1,13.62,67.0
21902,14.65,29.04,0.43,4.0,37.8,65.0
21903,31.6,51.33,0.61,14.33,25.02,91.0
21904,22.42,40.78,0.46,17.91,23.02,84.0
21905,18.79,25.71,0.42,4.96,15.94,77.0
21906,14.83,23.09,0.53,11.51,13.08,70.0
21907,16.6,27.91,0.52,16.18,14.68,81.0
21908,19.95,27.69,0.61,14.62,18.42,84.0
21909,19.27,27.8,0.62,6.64,13.05,102.0
21910,20.57,35.37,0.53,20.22,13.27,90.0
21911,9.35,23.46,0.41,11.06,21.44,77.0
21912,81.14,34.7,0.46,8.49,34.93,119.0
21913,16.11,25.8,0.48,8.2,7.76,130.0
21914,25.41,46.17,0.42,13.34,21.87,81.0
21915,17.96,30.47,0.5,16.64,11.08,76.0
21916,12.0,20.48,0.55,12.17,10.33,79.0
21917,20.89,38.54,0.61,22.45,24.42,69.0
21918,20.64,29.74,0.44,9.07,18.33,101.0
21919,16.73,25.98,0.32,8.63,10.75,76.0
21920,14.85,25.75,0.37,4.89,14.19,75.0
21921,11.81,20.44,0.37,7.35,11.97,60.0
21922,13.64,22.38,0.35,8.21,9.98,47.0
21923,11.32,20.52,0.27,5.47,12.88,44.0
21924,13.25,13.2,0.3,2.76,21.74,40.0
21925,14.42,20.85,0.35,4.16,17.36,38.0
21926,25.1,30.18,0.48,13.46,13.69,56.0
21927,27.11,28.35,0.39,13.61,22.99,87.0
21928,37.85,27.18,0.41,9.87,37.66,98.0
21929,34.18,20.48,0.43,3.51,42.74,103.0
21930,39.17,33.55,0.43,7.38,30.22,107.0
21931,30.78,35.75,0.54,4.75,30.05,89.0
21932,38.25,69.53,0.55,13.42,14.32,90.0
21933,57.79,51.13,0.51,12.56,40.88,124.0
21934,35.24,46.12,0.5,10.84,42.3,101.0
21935,28.43,27.3,0.4,5.92,62.99,82.0
21936,36.75,43.22,0.45,15.33,36.89,95.0
21937,28.69,46.76,0.41,11.71,32.48,81.0
21938,30.94,44.8,0.41,11.93,29.61,82.0
21939,35.48,52.86,0.93,15.22,10.92,83.0
21940,35.64,46.06,0.63,19.68,26.85,105.0
21941,38.98,46.8,0.53,18.59,32.99,126.0
21942,53.56,52.52,0.55,26.72,30.34,151.0
21943,50.78,41.44,0.39,21.93,47.03,158.0
21944,27.7,38.37,0.35,15.97,27.5,112.0
21945,27.05,38.98,0.46,9.52,26.54,92.0
21946,26.17,36.83,0.54,11.83,24.5,79.0
21947,30.25,35.29,0.46,18.1,33.16,101.0
21948,30.0,35.52,0.43,10.95,40.09,97.0
21949,33.04,41.73,0.56,18.17,13.23,111.0
21950,27.29,38.39,0.45,17.86,16.53,84.0
21951,32.92,44.95,0.7,11.38,12.07,76.0
21952,33.78,36.11,0.43,12.05,24.91,85.0
21953,32.22,37.53,0.56,13.1,21.67,79.0
21954,31.92,34.59,0.48,15.3,20.82,95.0
21955,38.8,44.72,0.5,13.39,18.01,80.0
21956,33.39,45.59,0.45,15.11,22.69,90.0
21957,24.36,41.02,0.43,10.52,16.46,100.0
21958,27.25,41.73,0.54,12.32,16.69,85.0
21959,35.14,42.5,0.58,22.36,14.14,87.0
21960,33.26,37.76,0.5,10.86,17.08,88.0
21961,34.32,41.61,0.49,17.0,20.19,81.0
21962,30.08,38.24,0.47,25.43,17.19,91.0
21963,31.55,43.01,0.4,27.6,9.27,83.0
21964,25.83,43.68,0.85,30.88,9.06,84.0
21965,28.16,36.77,0.45,19.09,12.36,68.0
21966,36.57,37.66,0.54,2.72,7.93,91.0
21967,21.84,35.28,0.42,3.69,5.98,68.0
21968,28.49,33.71,0.52,14.09,9.15,70.0
21969,22.82,33.08,0.37,13.4,12.67,89.0
21970,29.86,32.84,0.49,5.17,12.63,82.0
21971,22.54,34.15,0.39,6.51,13.41,69.0
21972,27.9,39.37,0.55,5.16,7.57,63.0
21973,27.85,39.62,0.58,3.7,8.23,67.0
21974,32.61,36.09,0.51,10.45,11.48,81.0
21975,36.78,37.23,0.72,13.25,17.24,104.0
21976,41.99,38.59,0.58,11.7,18.61,127.0
21977,43.56,38.15,0.66,9.21,16.97,123.0
21978,44.48,43.93,0.59,7.5,14.34,130.0
21979,35.02,38.7,0.55,12.02,13.41,125.0
21980,35.58,35.59,0.53,11.23,19.99,113.0
21981,40.33,34.26,0.45,7.3,17.03,114.0
21982,43.0,52.68,0.99,12.92,14.31,118.0
21983,40.26,34.1,0.33,7.57,19.84,117.0
21984,52.43,40.08,0.51,7.34,16.1,130.0
21985,53.49,46.16,0.67,6.51,18.95,142.0
21986,48.5,45.67,0.59,11.38,20.66,109.0
21987,45.4,34.88,0.52,2.45,8.5,106.0
21988,39.1,41.31,0.6,5.02,8.57,73.0
21989,44.7,37.98,0.61,9.11,13.38,100.0
21990,53.32,45.44,0.64,7.69,11.07,107.0
21991,34.35,42.32,0.6,4.71,6.46,93.0
21992,21.86,42.23,0.48,6.46,7.68,76.0
21993,25.69,42.03,0.53,8.05,9.7,87.0
21994,32.84,43.43,0.56,11.58,8.85,72.0
21995,17.9,40.17,0.51,14.66,11.03,63.0
21996,20.96,32.21,0.85,30.0,9.95,54.0
21997,30.03,32.93,0.88,22.77,13.26,61.0
21998,31.38,31.63,0.91,21.64,16.3,74.0
21999,41.97,48.76,0.9,10.66,29.39,122.0
22000,48.18,38.12,1.11,5.28,16.78,118.0
22001,43.89,28.8,0.84,4.08,25.09,114.0
22002,51.3,47.77,1.36,3.97,14.49,116.0
22003,35.33,43.2,1.13,6.77,9.39,108.0
22004,39.86,37.89,1.0,25.01,18.72,87.0
22005,45.16,41.65,0.95,31.5,17.51,97.0
22006,41.12,41.07,0.97,3.64,18.32,107.0
22007,39.34,39.76,0.89,5.25,16.05,96.0
22008,48.18,45.56,0.93,11.99,11.47,106.0
22009,41.28,42.57,0.96,8.45,13.77,118.0
22010,47.03,37.44,0.88,8.23,27.53,110.0
22011,65.02,32.44,1.03,3.32,36.85,141.0
22012,48.09,37.19,0.95,2.95,21.01,129.0
22013,47.34,41.09,0.98,3.86,16.42,105.0
22014,56.6,38.93,1.01,4.19,14.83,106.0
22015,64.77,26.21,0.86,2.81,21.69,121.0
22016,62.18,42.52,1.13,6.77,17.75,100.0
22017,62.22,44.38,1.03,3.05,28.63,138.0
22018,67.61,51.88,0.95,2.85,26.42,154.0
22019,33.98,32.51,0.91,2.35,22.78,96.0
22020,41.23,40.65,1.01,2.47,25.53,100.0
22021,47.77,43.66,0.97,2.73,24.79,119.0
22022,71.26,51.8,1.05,3.22,16.1,110.0
22023,37.58,35.07,0.81,5.38,38.07,102.0
22024,38.53,31.62,0.7,2.13,38.9,77.0
22025,38.46,28.05,0.45,1.31,40.03,114.0
22026,29.18,28.82,0.51,2.37,15.0,78.0
22027,28.61,31.75,0.43,2.01,33.31,86.0
22028,34.19,38.97,0.65,3.82,22.36,98.0
22029,36.81,34.54,0.54,4.44,17.16,99.0
22030,18.71,27.41,0.18,4.46,11.52,66.0
22031,28.19,26.8,0.56,2.81,21.05,70.0
22032,52.09,27.89,0.46,3.09,36.61,104.0
22033,73.3,29.07,0.52,3.69,47.84,157.0
22034,64.0,32.38,0.49,4.75,44.3,122.0
22035,62.23,37.26,0.66,3.19,18.47,117.0
22036,57.35,42.21,0.57,3.3,21.5,130.0
22037,78.54,46.02,0.68,3.7,26.83,149.0
22038,69.29,32.8,0.55,3.7,37.8,153.0
22039,54.88,27.32,0.57,3.87,39.34,107.0
22040,42.4,30.66,0.54,3.71,35.3,112.0
22041,31.74,39.07,0.64,8.16,33.84,112.0
22042,49.33,63.88,0.96,28.82,22.92,106.0
22043,43.88,49.84,0.69,12.45,29.07,115.0
22044,69.73,36.05,0.53,5.9,50.27,122.0
22045,58.04,49.77,0.61,8.68,37.85,114.0
22046,49.55,51.42,0.71,11.62,32.89,98.0
22047,40.69,29.18,0.51,2.9,35.62,98.0
22048,53.01,33.06,0.54,4.91,49.86,80.0
22049,86.27,62.09,0.8,20.28,66.53,144.0
22050,145.0,50.73,0.78,13.31,66.45,181.0
22051,69.05,45.83,0.67,10.09,66.17,168.0
22052,99.12,56.25,0.75,12.67,64.33,199.0
22053,107.88,57.23,0.79,14.24,85.98,236.0
